index;level_id;type;resource;music;word;quest;random_sort
24;8;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-125.ogg;Железный человек;Из какого фильма эта музыка?;43834
25;9;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-12.ogg;один дома;Из какого фильма эта музыка?;5898
26;9;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-118.ogg;Тёмный рыцарь;Из какого фильма эта музыка?;10142
27;9;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-68.ogg;звёздные войны;Из какого фильма эта музыка?;99464
28;10;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-127.ogg;Реквием по мечте;Из какого фильма эта музыка?;44999
29;10;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-128.ogg;Бешеные псы;Из какого фильма эта музыка?;72269
30;10;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-122.ogg;Запрещённый приём;Из какого фильма эта музыка?;19220
31;11;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-120.ogg;Привидение;Из какого фильма эта музыка?;51172
32;11;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-84.ogg;терминатор;Из какого фильма эта музыка?;14871
33;11;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-153.ogg;Хороший плохой злой;Из какого фильма эта музыка?;65350
34;12;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-81.ogg;сияние;Из какого фильма эта музыка?;84572
35;12;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-124.ogg;Чудо-женщина;Из какого фильма эта музыка?;50549
36;12;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-119.ogg;Пираты карибского моря;Из какого фильма эта музыка?;34639
37;13;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-71.ogg;криминальное чтиво;Из какого фильма эта музыка?;37987
38;13;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-150.ogg;Социальная сеть;Из какого фильма эта музыка?;16445
39;13;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-137.ogg;Внутри Льюина Дэвиса;Из какого фильма эта музыка?;95406
40;14;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-133.ogg;Омерзительная восьмёрка;Из какого фильма эта музыка?;9964
41;14;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-82.ogg;вечное сияние чистого разума;Из какого фильма эта музыка?;52362
42;14;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-66.ogg;джанго освобождённый;Из какого фильма эта музыка?;8993
43;15;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-147.ogg;Гладиатор;Из какого фильма эта музыка?;27694
44;15;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-130.ogg;Джеки Браун;Из какого фильма эта музыка?;17206
45;15;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-149.ogg;Малхолланд Драйв;Из какого фильма эта музыка?;96948
46;16;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-131.ogg;Убить Билла;Из какого фильма эта музыка?;42648
47;16;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-80.ogg;отряд самоубийц;Из какого фильма эта музыка?;50862
48;16;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-148.ogg;От заката до рассвета;Из какого фильма эта музыка?;71880
49;17;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-140.ogg;Доктор Ноу;Из какого фильма эта музыка?;93035
50;17;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-77.ogg;однажды в америке;Из какого фильма эта музыка?;90961
51;17;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-67.ogg;жандарм и инопланетяне;Из какого фильма эта музыка?;25989
52;18;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-65.ogg;бойцовский клуб;Из какого фильма эта музыка?;20649
53;18;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-69.ogg;интерстеллар;Из какого фильма эта музыка?;90326
54;18;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-141.ogg;Джокер;Из какого фильма эта музыка?;15785
55;19;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-134.ogg;Эммануэль;Из какого фильма эта музыка?;71600
56;19;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-143.ogg;Донни Дарко;Из какого фильма эта музыка?;71894
57;19;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-121.ogg;хранители;Из какого фильма эта музыка?;40215
58;19;music;bg_scene/bg_soundtrack_mir.jpg;soundtrack_from_alisa/sound-90.ogg;шоу трумана;Из какого фильма эта музыка?;58706
