index;level_id;type;resource;music;word;quest;random_sort
44;15;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/devochka_pay.ogg;девочка пай;Что это за песня?;20543
45;15;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/zacepila.ogg;зацепила;Что это за песня?;59318
46;16;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/k_chertu_lubov.ogg;к чёрту любовь;Что это за песня?;13766
47;16;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/yest_tolko_mig.ogg;есть только миг;Что это за песня?;5923
48;16;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/prihodite_v_moy_dom.ogg;приходите в мой дом;Что это за песня?;12484
49;17;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/malenkaya_strana.ogg;маленькая страна;Что это за песня?;79534
50;17;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/zelenoglazoe_taxi.ogg;зеленоглазое такси;Что это за песня?;78425
51;17;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/mladshiy_leytinant.ogg;младший лейтинант;Что это за песня?;21550
52;18;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/kariye_glaza.ogg;карие глаза;Что это за песня?;75318
53;18;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/drami_bolshe_net.ogg;драмы больше нет;Что это за песня?;87347
54;18;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/pomolimsya_za_roditeley.ogg;помолимся за родителей;Что это за песня?;56887
55;19;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/tumani.ogg;туманы;Что это за песня?;51491
56;19;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/ugonshica.ogg;угонщица;Что это за песня?;20857
57;19;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/yumorist.ogg;юморист;Что это за песня?;2857
58;20;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/detstvo.ogg;детство;Что это за песня?;2478
59;20;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/veter_s_morya_dul.ogg;ветер с моря дул;Что это за песня?;41632
60;20;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/kometa.ogg;комета;Что это за песня?;10094
61;21;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/plot.ogg;плот;Что это за песня?;38287
62;21;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/kuryu.ogg;курю;Что это за песня?;36021
63;21;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/sneg.ogg;снег;Что это за песня?;82127
64;22;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/prosto_podari.ogg;просто подари;Что это за песня?;64180
65;22;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/kuda_uhodit_detstvo.ogg;куда уходит детство;Что это за песня?;80955
66;22;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/vladimirskiy_central.ogg;владимирский централ;Что это за песня?;35535
67;23;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/eto_zdorovo.ogg;это здорово;Что это за песня?;56455
68;23;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/on_tebya_celuyet.ogg;он тебя целует;Что это за песня?;73041
69;23;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/devochka_tancuy.ogg;девочка танцуй;Что это за песня?;78967
70;24;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/uletayu.ogg;улетаю;Что это за песня?;30249
71;24;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/dim_sigaret_s_mentolom.ogg;дым сигарет с ментолом;Что это за песня?;17033
72;24;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/lubov_pohojaya_na_son.ogg;любовь похожая на сон;Что это за песня?;24803
73;25;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/vechera.ogg;вечера;Что это за песня?;8340
74;25;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/popitka_nomer_pyat.ogg;попытка номер пять;Что это за песня?;47919
75;25;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/tebe_moya_poslednyaa_lubov.ogg;тебе моя последняя любовь;Что это за песня?;45545
76;26;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/shiroka_reka.ogg;широка река;Что это за песня?;91946
77;26;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/vstanem.ogg;встанем;Что это за песня?;58369
78;26;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/tretye_sentyabrya.ogg;третье сентября;Что это за песня?;31861
79;27;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/nezabudka.ogg;незабудка;Что это за песня?;30223
80;27;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/po_restoranam.ogg;по ресторанам;Что это за песня?;35454
81;27;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/zimniy_son.ogg;зимний сон;Что это за песня?;62024
82;28;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/ona_ne_tvoya.ogg;она не твоя;Что это за песня?;9646
83;28;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/davay_za.ogg;давай за;Что это за песня?;32971
84;28;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/voyna.ogg;война;Что это за песня?;91636
85;29;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/ya_tebe_ne_veru.ogg;я тебе не верю;Что это за песня?;37659
86;29;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/serdce_pacana.ogg;сердце пацана;Что это за песня?;39229
87;29;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/tanci_na_styoklah.ogg;танцы на стёклах;Что это за песня?;26690
88;30;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/babi_stervi.ogg;бабы стервы;Что это за песня?;8506
89;30;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/s_dnyom_rojdeniya.ogg;с днём рождения;Что это за песня?;18341
90;30;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/ya_kuplyu_tebe_dom.ogg;я куплю тебе дом;Что это за песня?;24757
91;31;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/kapkan.ogg;капкан;Что это за песня?;21112
92;31;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/chistiy_list.ogg;чистый лист;Что это за песня?;44829
93;31;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/tak_hochetsa_jit.ogg;так хочется жить;Что это за песня?;40801
94;32;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/alyoshka.ogg;алёшка;Что это за песня?;20842
95;32;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/sckripach.ogg;скрипач;Что это за песня?;84223
96;32;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/shalava.ogg;шалава;Что это за песня?;99652
97;33;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/oficery.ogg;офицеры;Что это за песня?;91211
98;33;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/solnce_monako.ogg;солнце монако;Что это за песня?;24348
99;33;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/ugolyok.ogg;уголёк;Что это за песня?;10266
100;34;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/moya_igra.ogg;моя игра;Что это за песня?;38504
101;34;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/grustniy_dance.ogg;грустный дэнс;Что это за песня?;75496
102;34;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/motilyok.ogg;мотылёк;Что это за песня?;21743
103;35;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/chistiye_prudi.ogg;чистые пруды;Что это за песня?;92947
104;35;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/ti_nesi_menya_reka.ogg;ты неси меня река;Что это за песня?;2106
105;35;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/krasivo.ogg;красиво;Что это за песня?;64685
106;36;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/propadayu_ya.ogg;пропадаю навсегда;Что это за песня?;79594
107;36;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/prostaya_pesnya.ogg;простая песня;Что это за песня?;16354
108;36;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/tam_net_menya.ogg;там нет меня;Что это за песня?;63454
109;36;music;bg_scene/bg_russkiy_pop.jpg;russkiy_pop/pchelovod.ogg;пчеловод;Что это за песня?;57404
