index;level_id;type;resource;music;word;quest;random_sort
50;17;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/vladivastock.ogg;владивосток;Что это за песня?;1103
51;17;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/skazochnaya_tayga.ogg;сказочная тайга;Что это за песня?;76221
52;18;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/oy_da_ne_vecher.ogg;ой да не вечер;Что это за песня?;60841
53;18;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/vsyo_eto_rock_n_roll.ogg;всё это рок н ролл;Что это за песня?;12038
54;18;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/vsyo_idet_po_planu.ogg;всё идёт по плану;Что это за песня?;28782
55;19;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/shtil.ogg;штиль;Что это за песня?;81194
56;19;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/semnadcat_let.ogg;Семнадцать лет;Что это за песня?;4045
57;19;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/trava_u_doma.ogg;трава у дома;Что это за песня?;89557
58;20;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/vasya.ogg;вася;Что это за песня?;83077
59;20;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/ne_strelay.ogg;не стреляй;Что это за песня?;66966
60;20;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/yunost_v_sapogah.ogg;юность в сапогах;Что это за песня?;22565
61;21;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/ti_ili_y.ogg;ты или я;Что это за песня?;58426
62;21;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/kak_na_voyne.ogg;как на войне;Что это за песня?;50394
63;21;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/chudesnaya_strana.ogg;чудесная страна;Что это за песня?;36432
64;22;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/gagarin.ogg;Гагарин;Что это за песня?;77829
65;22;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/kostyor.ogg;костёр;Что это за песня?;30789
66;22;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/molodiye_vetra.ogg;молодые ветра;Что это за песня?;64960
67;23;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/kto_vinovat.ogg;кто виноват;Что это за песня?;73731
68;23;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/joltiye_botinki.ogg;жёлтые ботинки;Что это за песня?;2150
69;23;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/prignu_so_skaly.ogg;прыгну со скалы;Что это за песня?;67176
70;24;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/arivederchi.ogg;ариведерчи;Что это за песня?;93338
71;24;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/poslednee_pismo.ogg;последнее письмо;Что это за песня?;86146
72;24;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/v_poslednuyu_osen.ogg;в последнюю осень;Что это за песня?;83369
73;25;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/haru_mamburu.ogg;хару мамбуру;Что это за песня?;7015
74;25;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/verhom_na_zvezde.ogg;верхом на звезде;Что это за песня?;91809
75;25;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/kolhozniy_pank.ogg;колхозный панк;Что это за песня?;78199
76;26;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/poezd_v_ogne.ogg;поезд в огне;Что это за песня?;72442
77;26;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/vahtyoram.ogg;вахтёрам;Что это за песня?;46000
78;26;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/bezobraznaya_elza.ogg;безобразная эльза;Что это за песня?;41774
79;27;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/polovinka.ogg;Половинка;Что это за песня?;21704
80;27;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/eksponat.ogg;экспонат;Что это за песня?;76689
81;27;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/marionetki.ogg;марионетки;Что это за песня?;91861
82;28;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/sinyaa_ptica.ogg;синяя птица;Что это за песня?;56888
83;28;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/moskovskiy_bit.ogg;московский бит;Что это за песня?;3667
84;28;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/uletayu.ogg;улетаю;Что это за песня?;35756
85;28;music;bg_scene/bg_russkiy_rok.jpg;russkiy_rok/ostanus.ogg;останусь;Что это за песня?;57473
