index;level_id;type;resource;music;word;quest;random_sort
21;7;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-54.ogg;зачарованные;Из какого сериала эта музыка?;72139
20;7;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-6.ogg;улицы разбитых фонарей;Из какого сериала эта музыка?;16258
23;8;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-156.ogg;Сопрано;Из какого сериала эта музыка?;62709
22;8;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-22.ogg;долгая дорога в дюнах;Из какого сериала эта музыка?;28300
24;8;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-170.ogg;Мастер и Маргарита;Из какого сериала эта музыка?;25386
26;9;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-177.ogg;Молодой Папа;Из какого сериала эта музыка?;18570
27;9;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-53.ogg;друзья;Из какого сериала эта музыка?;76006
25;9;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-64.ogg;ходячие мертвецы;Из какого сериала эта музыка?;78358
29;10;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-162.ogg;Клиника;Из какого сериала эта музыка?;57834
28;10;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-58.ogg;настоящий детектив;Из какого сериала эта музыка?;45922
30;10;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-50.ogg;остаться в живых;Из какого сериала эта музыка?;73366
32;11;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-179.ogg;Дальнобойщики;Из какого сериала эта музыка?;94788
31;11;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-159.ogg;Лучше звоните Солу;Из какого сериала эта музыка?;88547
33;11;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-168.ogg;Вампиры средней полосы;Из какого сериала эта музыка?;86319
35;12;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-178.ogg;Острые козырьки;Из какого сериала эта музыка?;8269
34;12;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-163.ogg;Доктор Хаус;Из какого сериала эта музыка?;23881
36;12;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-55.ogg;кухня;Из какого сериала эта музыка?;36511
38;13;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-63.ogg;участок;Из какого сериала эта музыка?;11104
39;13;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-154.ogg;Во все тяжкие;Из какого сериала эта музыка?;63805
37;13;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-176.ogg;Секретные материалы;Из какого сериала эта музыка?;5649
40;14;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-4.ogg;бригада;Из какого сериала эта музыка?;83236
41;14;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-52.ogg;дальнобойщики;Из какого сериала эта музыка?;56376
42;14;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-171.ogg;Бандитский Петербург;Из какого сериала эта музыка?;77277
44;15;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-157.ogg;Кадетство;Из какого сериала эта музыка?;62769
43;15;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-29.ogg;семнадцать мгновений весны;Из какого сериала эта музыка?;56267
45;15;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-181.ogg;Не родись красивой;Из какого сериала эта музыка?;84019
46;15;music;bg_scene/bg_soundtrack_serial.jpg;soundtrack_from_alisa/sound-174.ogg;Король и Шут;Из какого сериала эта музыка?;57617
